Location,Variant,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
French Polynesia,Gross Domestic Product (GDP),2378.55847390619,2686.73783752675,2855.27752414552,3646.43211958493,4542.32778748594,5467.73362405737,6003.57867010571,6267.68009930403,7694.58192543737,9280.73813793417,10270.9229398954,9327.54619501889,9104.17407343695,9184.55719422092,9214.99254008044,9794.92968202961,14552.8726501846,15656.2287349583,15478.0227452604,15253.2508090591,17986.4446708327,18236.3831093977,19446.2584840744,18219.3979114485,18547.8088380583,20542.21423538,19428.6035772128,18207.9380977016,18582.6834910017,18031.7492128294,15835.227619455,15306.3667704786,16045.8278102525,19809.3442919139,22055.7728636552,22373.8579050249,22777.5317076321,25412.7006286839,27008.1253505326,24693.6423409529,22704.4730803457,22960.8383976848,20953.7021298601,22045.6872909607,22301.88956057,18950.0659768287,19156.3671347545,19806.9652400255
Gabon,Gross Domestic Product (GDP),694.554276652365,802.915704479506,888.789399233615,1464.97796132242,3071.24379908561,4205.73123446018,5741.37566004583,5241.06225887383,4355.59866555653,5393.12681865441,7435.08462583639,6543.03480968161,5974.66157443531,5458.06951840891,5580.48972881187,5588.70176996712,5148.88929151903,4904.37380594612,4780.60825592197,5004.02940876678,6342.59133974786,6147.296046906,6195.50891378257,5833.1808395482,4405.97423454825,5081.47443979903,5688.94094270891,5210.09018821461,4281.46368847182,4299.24403455646,4611.06494166992,4105.0326042896,4174.34816206642,4937.17686917288,5749.96881441926,6826.87999012407,7141.54903552415,8352.81740403824,10094.0284594351,7603.66971417052,8754.14185318402,10716.2241120893,9774.19233819695,9679.72282790827,9692.13766295691,7446.10741443536,7067.56372026742,7220.93213692854
Gambia,Gross Domestic Product (GDP),325.815610843458,332.096526415164,419.28748520695,692.136351642891,878.035086436856,1021.34590544378,912.179404626276,936.724490660114,1082.15620520558,1151.31560849279,1261.31772840372,1291.10630415883,1250.45210159935,1190.30138937793,1118.787576557,1351.89101918163,877.128572870201,935.161870891348,1118.7801262934,1112.74458984169,1167.47467517687,1099.68004569759,1102.71938868264,1132.58031407698,1089.01138196675,1115.03292446248,1169.87830516273,1077.44982565665,1094.7847411514,1030.86852866639,961.327861683152,818.381417438021,666.960269426648,543.997671466356,625.959650677639,653.71635760325,664.533479134345,785.085848526577,919.559733078163,830.878615638292,851.34972464864,783.196697278533,765.93882995107,735.236077999842,656.49736623218,704.973907433458,707.528442879085,709.076745429669
Georgia,Gross Domestic Product (GDP),1562.52401129121,1279.46374240378,736.208409681069,542.525976626618,505.982125973549,538.516670781829,619.426499241207,719.189713901272,748.882671717446,586.617893423921,647.592674916923,689.073448156335,734.241827009013,871.653585487059,1130.68482587772,1428.91895479331,1744.85937131264,2317.01446828076,2947.84165926865,2511.12006123543,2750.28761534434,3460.50854733831,3857.83069550519,3989.34534097271,4135.3173050644,3541.23872632358,3662.77233877422,3874.94712442428
Germany,Gross Domestic Product (GDP),2736.54563356542,3160.93013933238,3785.24570012808,5027.77065713292,5621.33498805141,6197.4300454672,6571.20348097748,7601.08922121133,9386.42806225989,11190.8264817816,12091.0608848052,10206.9577692571,9925.4835909953,9870.04708458221,9296.31775871846,9389.79254173724,13391.1884765768,16568.9716747811,17814.8338366935,17706.1038627308,22307.6475462337,23400.5446175883,26525.1957134358,25689.0343685258,27256.6480057693,31898.4172971844,30748.4559248809,27222.9610921671,27524.3839243439,26998.6491450132,23929.3914658388,23923.603692221,25477.0624416909,30673.8220296938,34502.1707029946,35034.8459730188,36819.7151236818,42286.5556426666,46252.4460266375,42212.9720671916,42241.22188654,46429.1794511719,43717.1433355454,46176.1777492119,47843.2049396371,41383.9289992148,42668.3373193171,44976.4261576628
Ghana,Gross Domestic Product (GDP),546.437490768251,580.952302482419,493.336524337545,448.220712290494,508.152319625971,474.965419311582,474.091797204124,506.546000974048,578.709687284502,599.364791512396,641.170827882656,657.318758986362,628.831106122766,602.461264940962,654.888786838045,687.542966537927,716.118289938703,748.082197212056,795.842242086189,782.640025217708,903.28642549384,987.823514504762,944.769389864643,796.570391018714,707.485045085061,818.230832146959,855.774730715065,830.163493302179,879.941819663975,886.040773788411,558.103425485631,580.491961290451,656.474772206537,791.850045938715,897.697796119114,1056.76464543255,1221.70913638399,1443.6114491735,1620.74399813701,1438.49769134054,1737.40364365724,2084.64157323832,2157.25582995698,2401.81557714903,1988.00050202272,1783.04893428438,1950.23437633547,2046.0943097957
Greece,Gross Domestic Product (GDP),1516.63296319032,1673.99022571759,1924.50671258327,2528.23442267205,2842.57587888654,3167.36159233973,3415.11285426079,3908.31619225116,4711.93894983862,5722.05239960411,5900.11217512134,5380.92744244601,5569.54803986668,5008.61009102141,4839.69331453679,4793.74071720267,5624.76907506416,6520.0068778649,7538.4552439069,7780.65186305113,9551.89343626291,10166.7731432822,11119.9628341124,10295.0062719858,10913.351704609,12687.125906221,13404.954759232,13059.7749588416,13093.8054328234,13449.1194864969,11821.7377589686,12176.7961730166,13714.9595420606,17958.3861442248,21341.7528855953,21924.817836135,24103.4729883661,27983.8742044104,31040.7084447606,28834.789773023,26154.2412883986,25195.0226265773,21591.2390306395,21186.7905143493,21041.7527475344,17524.9472945877,17455.9550254081,18198.0002128297
Greenland,Gross Domestic Product (GDP),1648.82797096325,2051.1617988965,2411.59927359899,3142.38088301758,3771.36558033629,4654.15593808811,5285.50759304185,6188.33156414667,7801.97338690276,9203.17857386417,10367.0260818599,9413.37270324539,8595.63990131321,8774.74794816683,7891.26659387778,8482.26965063052,12248.7851342671,15824.4584344152,17893.440605396,18374.9279030883,20025.3655582232,19910.4384144784,20303.7171587098,18142.3869396083,19693.3922807168,23670.7354747178,23435.8725123576,20965.9804073678,22458.5494561102,22062.4173903646,20775.923861768,21071.8879193226,22604.7919996026,27487.475210008,32051.8434540461,32480.5999607366,35335.6412325589,39520.9894170075,43966.3692777816,44598.1536549407,44195.896526944,47468.906633384,46213.5416140392,47593.6317253129,50407.3264012349,44328.592963133,48101.9483761343,49398.4389139049
Grenada,Gross Domestic Product (GDP),202.358047470464,256.821407484495,344.098177700281,425.332769203346,441.985100332788,547.854056735135,554.752709628139,630.070222688758,788.080463340306,917.504871753697,990.295434921467,1043.98141196445,1122.13281548083,1149.67019538161,1218.5275709379,1359.17641471872,1526.76189715374,1783.04297384525,1996.56353841145,2213.49298001922,2452.19912672557,2565.92402135272,2594.76674188541,2562.66668550449,2659.46168964599,2775.28965212781,2959.96911987983,3176.6468336377,3483.93665072351,3745.1326939605,5117.59065179193,5109.96126073348,5292.23346755178,5773.07466196355,5836.17634155352,6754.51311202994,6766.4804036452,7324.20583076077,7947.44325774827,7395.08492921855,7365.6563983952,7410.47400005287,7583.18068165339,7955.60689243001,8570.50826682267,9333.27038045975,9892.47940421576,10451.0297962233
Guatemala,Gross Domestic Product (GDP),301.927134088205,306.099642723338,315.325457745406,375.208404905865,449.598847004526,505.200698452021,589.700991192521,722.153018466845,780.470491871639,865.991805846048,964.418299742513,1027.73400193954,1015.21269592021,1028.07306213616,1049.69034770901,1209.54325320447,892.362220101808,731.045056920228,790.684153224249,828.430969416168,736.194164378276,884.225110096418,958.713256389192,1022.55670656419,1137.81937627263,1255.28085770091,1321.54970138701,1456.25533086339,1552.96635714655,1434.0444281663,1475.9253447028,1568.3777938251,1701.76169515306,1753.33918397088,1872.73800888729,2077.82233296568,2256.55812322522,2489.95453566824,2794.17872081373,2635.74096961419,2825.49422651182,3187.8339225372,3299.60327576546,3452.82893000586,3687.74784460564,3923.56563109131,4140.7171925051,4470.96158737233
Guinea,Gross Domestic Product (GDP),181.650412908942,199.046473438732,210.792685755413,224.378179751001,256.121758567406,286.644989868196,325.068228334977,332.379654408251,377.944432594236,400.934702939325,443.020894819479,479.056936615779,506.810306997035,520.361191566768,531.713643647827,560.106649637054,572.858126532719,589.760792108326,628.657463296154,617.266481117755,646.540330801982,647.354536375914,657.77102991569,617.405902709754,614.215355655694,668.280870782293,676.823165652093,644.587724826877,576.966902311536,549.057499707351,484.692733564431,454.251897241378,446.469879073942,511.90488447862,529.819149883331,419.754548471617,427.065729621209,622.173654496187,674.618177495476,636.279945550406,634.923097183394,614.864772252068,677.043492636581,726.089404211417,743.591287291688,727.302519520319,701.388647995386,802.731961814878
Guinea-Bissau,Gross Domestic Product (GDP),394.57787560497,383.529786031585,439.736621173162,531.249655430019,574.163025875677,652.221756419674,582.862137268905,499.401988537053,575.559058141575,626.656113981414,585.527817257679,627.222564083553,502.487359743256,491.892010684625,523.418640904602,461.696659746145,500.315197103045,529.399195677543,489.364669843956,576.269084193267,602.818477531709,626.169283630003,644.340567520435,658.717326085443,677.138024170504,703.35211876043,462.289874683248,349.598112430992,313.100379837773,332.458889281757,291.724714211997,299.877809748568,315.615672950361,360.573152214783,393.313817439774,424.956169918359,418.951261609706,481.335027478685,583.894476917929,544.860732513531,545.704097053109,688.140636510646,603.933405792945,621.940770212141,610.468627289946,591.596338714096,648.822465580675,723.63395435601
Guyana,Gross Domestic Product (GDP),605.816481807474,633.823762211517,634.217296652781,668.8618285391,926.686994123702,1078.32791849318,942.2454685547,922.526659913879,1029.34224800162,1068.26367821147,1208.81641288063,1158.33309484547,983.871093854623,992.915389205882,912.696803407986,956.105911954639,1083.93726074751,724.402368268439,878.779952606193,813.440431870711,850.11277637987,746.689352268312,796.91836035468,987.387886499659,1146.73425519398,1302.24023752823,1476.7783588666,1570.85599845588,1509.6534333487,1466.93588956369,1508.69324947821,1509.69349267544,1540.07733521305,1576.04969246815,1671.42400526384,1751.70855189505,1945.63245542777,2327.06132557411,2576.12668983183,2716.34141355815,3026.28376671655,3439.59211879757,3785.93504755189,3944.17881337798,4030.80297143536,4119.67648694763,4531.24352689057,4555.06842309853
Haiti,Gross Domestic Product (GDP),93.2827741095228,100.381250657704,101.165996738136,124.795361982206,148.541468419217,175.798694055828,222.540912888409,235.12571510514,237.036198933061,257.458837519913,322.594314999947,322.780719545001,328.293260065588,353.176326150418,385.978382325791,417.414038731586,454.610549084089,389.434189562268,383.647921697233,393.347584204247,436.113616682996,413.5857032869,285.840346551005,239.865780487082,276.867944801755,344.706832450701,372.970386212964,399.742531116408,454.985448516945,486.494268778476,428.637105885401,403.576253297872,363.856990384101,314.897888095277,401.405026383636,448.462555707601,518.481035550912,625.098523298631,661.139258638369,659.941642207297,670.803179738385,736.680662121756,760.052297715764,803.973991416625,819.243951167959,780.019681164233,700.428888149588,775.972532078947
Honduras,Gross Domestic Product (GDP),303.443889567231,311.663356176011,332.38239942944,366.656198039951,403.413508078845,425.247598438569,494.637791211624,594.031834701081,665.644289471919,753.086927844359,832.23626371087,886.812555201271,885.742700906779,910.568404521663,952.979401365188,1014.17476640251,1030.23260130363,1090.72867433293,1180.01121042623,1280.42897771709,734.015704181574,717.778589573504,777.346987462539,774.716210968469,737.448553452024,827.539358699297,829.593811839057,933.154037369196,1013.89004898437,1017.90937646598,1101.62676219663,1143.382497306,1145.24770136139,1170.60406517149,1231.37014312456,1323.26649459772,1447.67127953938,1603.69779243654,1763.28396724049,1815.48949644078,1932.85828999689,2120.58479782017,2178.38302476397,2136.77390503682,2242.71191194338,2341.27798727283,2375.09372658725,2480.1274688583
Hungary,Gross Domestic Product (GDP),616.222878229584,668.585351145008,782.070955511788,965.921718545129,1055.39783195345,1198.80855258529,1382.47042893451,1535.45996307759,1785.53242503758,2053.47179675145,2369.129237581,2431.28089473264,2483.08069111699,2263.34060736517,2205.24759950011,2243.76385457631,2596.0993185692,2865.43461808445,3080.22114877358,3132.38245757212,3583.40125418842,3352.93245641264,3738.23398583158,3872.69388717273,4165.280614362,4486.24847032351,4515.61566180035,4587.26240255732,4744.14265762431,4797.13406459234,4628.74409646851,5279.656563316,6659.28441004213,8413.05015730607,10288.2609055126,11206.6379367547,11465.4316160563,13951.7503539662,15813.753775152,13113.2385474222,13187.4243228206,14222.9908182521,12954.4823428815,13739.5899416981,14274.7093036759,12579.214650883,12919.5475885828,14376.4120654678
Iceland,Gross Domestic Product (GDP),2538.33683324685,3188.60493573835,3940.42705015022,5325.67142916104,6924.74348959291,6356.11506338529,7466.21820805649,9789.13226058887,11039.9599168594,12433.1071215801,14594.1773316845,14918.9202563311,13542.791521626,11545.5862848576,11817.0343083079,12169.1491885804,16086.8753855513,22013.3889708833,24088.1949873624,22140.435808821,24987.5817280819,26423.629358144,26815.4890420612,23325.0252672222,23741.6192575882,26223.255961337,27136.6471926624,27798.825354848,30854.3923810461,32287.076400871,32105.9981362576,29003.7257063185,32575.2211329768,39638.7506135292,47525.1396604937,56995.7142269402,57440.1375932798,70494.6360858997,57594.6283465734,41648.9643174591,42717.7445936795,46869.8352384866,45231.6505109884,49027.8156654321,54064.8583612737,52519.4051265671,62308.7061165857,73060.1851845076
India,Gross Domestic Product (GDP),109.127725846621,114.461260401837,121.672442040828,141.75928504283,156.310100094289,158.869881199949,156.427007890591,177.402696713368,200.588470517499,216.952104829333,260.592133249097,271.598144768821,270.953017012648,288.870586067489,279.647236563723,284.721635284629,305.117289560317,330.371924828939,357.726405189841,346.764574663653,369.096767335896,320.575921322521,315.55642733999,302.027814288477,339.348127744773,377.806525291267,390.708421980853,416.370062414053,411.373103380981,430.688099337497,436.565750965785,442.980984467559,455.350347502011,524.482476654909,624.373164084442,719.865514590053,808.162154982593,1004.27509504026,1058.74234400464,1083.14467687853,1356.33303107413,1500.85305989977,1473.30183348519,1499.38241972874,1578.95012171054,1638.99813700864,1714.32531055075,1923.31603407152
Indonesia,Gross Domestic Product (GDP),90.4339602529385,92.4692327161105,105.713852462377,152.410684053144,235.574964844031,271.244256805847,323.756908003774,388.44286300662,426.065317740331,415.684319652037,572.611142900905,710.122239015909,712.379644891512,629.398659305208,631.864750407733,616.678013246572,553.898915634205,515.134862613379,591.09670791845,663.171063990745,734.719375558649,808.736619664673,863.014524328595,964.141909203589,1062.26730668694,1195.25288871378,1324.66655273584,1239.02001312934,540.484108634187,785.071099760156,830.584627398124,796.395843568942,957.780615506673,1133.41118895614,1222.91172811963,1342.54416079857,1688.87431016134,1975.16737539395,2300.37067354551,2400.367629066,3113.48062309764,3634.27679070516,3687.95400955434,3620.66398109522,3491.59588794058,3334.54906575642,3570.28461421429,3846.86433289296
"Iran, Islamic Republic of",Gross Domestic Product (GDP),384.942179041388,468.961984982768,570.36975646427,876.246904412887,1453.35398710772,1593.76110223246,2025.58023224965,2313.47049487795,2167.5220251393,2425.74501526021,2472.76570523123,2552.34635408682,3036.80234081743,3617.692078736,3641.6531884069,1610.74194514106,1494.03959397788,1711.65878092347,1740.32175775052,1662.1370000263,1713.85678588426,1831.98611845308,1882.82940872994,2021.31088022687,1915.01914994889,1887.96082190579,2038.58769105424,1864.29366890583,1769.51059401816,1814.35921555765,1687.76280636379,1811.14264318071,2207.16033760879,2254.75573375104,2729.8381994227,3215.65349311798,3738.68927276393,4857.36842348942,5660.41745193461,5650.84523224239,6585.96017323351,7981.02997787525,7887.23369577164,6966.65960142188,5662.16366880328,4957.58128037805,5299.15602192902,5679.64850878533
Iraq,Gross Domestic Product (GDP),237.674091308882,258.287289465946,251.006009631355,304.663570119338,347.334004806042,420.206117096444,517.781906003842,542.393568206583,665.067507244748,865.420424899871,919.900125435486,801.860374675076,819.58440811716,760.908847131407,769.607079781781,775.178212456792,835.840655086729,1001.05518875185,1044.53798826767,966.357131902963,977.678475159431,333.219743500357,382.59321133038,265.300901750629,205.854413180636,172.043137381063,292.50595146791,309.883054065332,383.117296120905,648.402092330647,717.086049368531,729.103700517395,699.167124395714,645.25125406058,995.305985598753,1342.8384983248,1969.41780121016,2638.6222322596,3532.98722007665,3667.92212038691,3807.78890647004,4962.75812586407,5672.28226042803,6112.87886327961,5691.05237285553,4466.66141829964,4341.89136552527,4755.72447287238
Ireland,Gross Domestic Product (GDP),1492.07201469055,1709.10854531584,2087.43066422794,2432.55782567143,2524.8523635176,2982.16777080543,2923.40148767731,3421.80111446823,4386.9171864544,5407.99350057128,6338.79912220055,5959.10853084176,6133.53881094121,5886.64252098894,5667.98057589782,5973.6397949734,8050.07966845113,9507.92667537028,10595.4192490124,11013.2224499904,13831.0816340334,13938.155121403,15601.9718374739,14554.4492276126,15762.4423889132,18957.6137528928,20620.0025505736,22310.9806198601,24018.2238708815,26000.2706567486,25944.0615209044,27916.6277295269,32179.6058261629,40566.9772463987,46958.422565401,50236.1561863512,53927.8702863682,61368.7153263424,61263.7558682069,51729.1726693284,48008.9696670173,51024.9187199588,48123.7752920842,51023.4860605604,55288.610027825,61933.1623078018,63952.1608789131,69603.9244091622
Israel,Gross Domestic Product (GDP),2110.386785028,2166.60540530411,2755.15824998847,3427.04712944908,4511.60378558848,4338.95802933756,4450.51819676319,4711.81479804305,4547.72436439655,5739.72889359979,6392.78933551829,6655.67989319409,7144.80152415287,7832.82622447887,7227.05699321857,6705.96568201498,8180.17433875823,9670.60185688852,11619.7205118509,11329.1506153965,13051.8247623098,14482.6249203264,15649.9243951218,15164.2818556388,16636.4484976456,18793.4384389814,20017.4204038547,20353.91697899,20096.814884049,19860.0775138071,21990.0783296474,21318.5819531428,19399.942564525,19971.2607799154,20922.251756833,21567.7607976553,22794.5916526303,25820.0782550668,30427.9466495466,28543.327746533,31475.1169271373,34578.504042879,33437.0038392496,37452.1263207868,39037.27963578,37258.235547148,38987.3816764119,42452.1350307258
Italy,Gross Domestic Product (GDP),2109.5391105135,2303.34785984669,2665.22383443464,3198.78015013405,3615.29281993382,4101.99100543819,4028.36183279808,4597.32368859097,5601.80436182053,6975.94721636381,8430.85783572131,7587.76757385203,7508.41338728887,7768.82769968834,7665.32444387702,7905.41229238291,11185.0971566473,14067.3669702072,15561.7097290963,16205.7698813468,20609.9559202236,21732.4500422825,23008.6492013133,18547.395756008,19137.4582809855,20449.2168924288,22872.5038420312,21668.0366756114,22156.850317016,21835.0321273299,19928.171879616,20211.8045709175,21912.2770582076,26993.4499603459,30744.5423195399,31502.5283529085,32879.8001668112,37140.6155500852,40180.1999186947,36635.826190668,35577.8521809542,38090.6142743329,34700.9896779732,35705.7605527029,36111.5842192657,30792.3249631584,31450.7679983572,32746.6080020614
Jamaica,Gross Domestic Product (GDP),925.458663483397,997.687125568244,1195.01373977093,1205.67927698335,1474.26378414941,1749.56640972697,1789.94517374682,1937.15397326194,1557.66576230687,1414.70347734839,1536.24589444689,1681.20771338999,1827.32411376002,1974.14541891231,1274.88165693338,1113.78529532808,1332.32534789124,1580.85287915905,1836.93993403168,2096.91065836572,2176.77302074026,1930.25146490374,1712.78817528707,2185.83856510561,2169.69859803655,2592.18767939841,2885.99221559407,3247.23756271102,3364.97919382263,3372.84860317668,3389.36030877914,3434.69845436465,3605.71199109952,3476.57211914004,3728.65277301762,4096.61152727824,4322.09453171991,4611.69157179216,4913.55023632247,4322.42934527593,4692.3960459724,5103.35814929489,5209.50327182408,5005.59503540804,4855.79991835655,4939.83723456586,4885.61575178953,5129.84528128575
Japan,Gross Domestic Product (GDP),2026.2843055081,2256.52999654106,2945.36042513382,3944.77650319262,4319.78194656176,4639.10098932437,5155.78592820641,6281.93412261412,8746.30986387222,9026.60795735346,9381.4022326371,10265.7580072093,9484.69870222122,10323.3436990316,10877.7542362711,11476.3000085441,16968.3221305453,20578.0193419324,24852.8225853796,24622.7194998011,25160.0492957506,28689.1350546907,31185.2752931141,35429.7818051833,38925.2384237836,43118.4761123677,38164.7138369941,34788.3592438298,31720.258752805,35827.1322291681,38323.2884224654,33694.2077202958,32173.8190082372,34713.3288273051,37555.8195617856,37054.4411640828,35274.2440194275,35136.8007213448,39190.1116338763,40690.0461240333,44340.8406406059,47915.960284468,48301.7034983569,40180.8099782222,37845.6991677913,34342.4824790942,38742.3166482875,38219.6817283573
Jordan,Gross Domestic Product (GDP),348.671484679228,354.193279348139,378.508022888253,419.113170427437,470.037400244435,597.761042756267,750.36239195922,899.615866139726,1158.42730692573,1363.35313415563,1707.76700903207,1756.968850909,1797.18828113326,1802.92826554454,1765.32980104355,1786.17461882528,2074.47283368453,2107.98031525784,1879.36961065363,1228.72124380161,1140.89233486366,1128.86384699464,1354.41783922656,1352.05664033057,1433.55384377725,1487.53734295902,1484.27519049156,1515.1477412534,1622.38208128298,1642.05568540235,1675.24847198441,1746.33887969092,1831.21166780382,1908.86163512332,2082.95601718755,2226.08363775405,2563.78986941261,2791.6496533,3421.0893129394,3510.20621246654,3692.31036124367,3816.20447725472,3870.49539017194,3995.67268640086,4092.31287705185,4140.34342616322,4145.25163149626,4195.72970641507
Kazakhstan,Gross Domestic Product (GDP),1797.19987605929,1653.56990542626,1607.04158123236,1503.43597340256,1355.06995226075,1282.36389351602,1329.61560336612,1422.55710801751,1442.04502017485,1112.44171402478,1214.82032538745,1472.92100028373,1630.95297313073,2024.22747845282,2804.61980926549,3675.5673379848,5162.48693526399,6618.74665036896,8339.49012383414,7124.78533501982,9027.84102133227,11570.9777862431,12292.2030944646,13752.0235751452,12661.1626329077,10388.2851326879,7631.77311942821,8756.4571398539
Kenya,Gross Domestic Product (GDP),223.815743095855,239.415631595022,258.99011212998,294.611253626067,338.674162908815,357.896813399574,367.541858304591,457.706527962141,521.991383945126,576.543838420256,646.482826385527,586.842712292632,544.053612444668,486.983224808618,485.68170168203,463.604569925238,527.346859609343,560.207515480911,578.174401911418,546.952526801585,541.159451384645,493.707296177772,472.708140089848,318.122482403075,392.696893490971,491.032343105566,488.15916069024,516.627920558356,540.332524169208,480.000790362049,459.922523913019,460.997329164446,454.394809648227,501.150629163734,526.622996186291,596.575678406086,697.025971031274,839.137440930203,916.943325098187,920.101253938187,967.340522555575,987.445823834394,1154.96109224139,1229.10141605233,1335.12381180175,1355.05609382635,1462.50411337455,1507.81462604759
Kingdom of Eswatini,Gross Domestic Product (GDP),347.121909889121,419.155649997402,447.304555932379,563.440467591526,676.496805016529,766.191983564475,759.663669085529,818.717777292063,888.855753606803,1022.05825185685,1336.24892372938,1434.84413064548,1294.60729777632,1335.16874135518,1056.97842315741,764.04227912911,925.553895898241,1171.72424912072,1310.4468654095,1302.05238413992,1456.2827558305,1502.46531502535,1627.58717528362,1615.21221795388,1688.91657144105,1979.25485471603,1827.00075579591,1919.42989300509,1729.19403672893,1655.0113862702,1637.44338854805,1437.6214129652,1324.99032184258,2020.98086119171,2529.59730603975,2873.8976612228,2937.28636884001,3047.49605762948,2842.41325700511,3032.48830488763,3690.20719671668,3934.24112582958,3864.80858918848,3587.00516754097,3379.8778504265,3047.9221167689,2770.28529305461,3224.40761731421
Kiribati,Gross Domestic Product (GDP),394.613695605726,411.931708617624,514.343819548127,828.913921888509,1479.95530751267,1405.45754399144,1033.81639438463,960.066616360065,1100.91219162832,1035.38008657028,564.519509555075,656.624066936025,638.883646730364,594.640378883674,642.44970928765,468.341506877705,442.007661593863,500.696137233626,628.298515246506,587.184191526471,552.360569332782,642.765015301721,643.123749633833,621.26634583124,714.882496089795,720.20105529699,847.423081919655,838.418338455375,804.888243839489,833.57542437464,884.999671193026,759.826382988529,844.124307039182,1059.69328876511,1130.64206570686,1214.58125983318,1169.50054229344,1377.56209937921,1432.80253294084,1316.73156198627,1520.92467428755,1736.27936629567,1783.29852845292,1705.49295900842,1619.39614700615,1504.72636040486,1587.04137697816,1694.28610646283
Kosovo,Gross Domestic Product (GDP),2731.20957164932,2030.08971220262,1485.53307882982,1098.36479637884,1092.53995771043,2351.08766531526,1531.29747006386,1448.32825786669,1325.30228241946,922.673976247028,860.105661816857,1318.89128654764,1526.81853626247,1800.44289932548,1984.59009310008,2074.00733956898,2189.52450504095,2661.62471534038,3251.28627865431,3241.77067450736,3353.92961848988,3808.75520640419,3702.56981068043,4032.91024661152,4213.86091383283,3667.84655651139,3811.22402915755,4116.32602427861
Kuwait,Gross Domestic Product (GDP),3846.98152978304,4844.28133575077,5204.16552386407,5949.33497029644,13477.4676141867,11723.5171978457,12045.0525926093,12220.7829501372,12628.2733103988,19042.9365859749,20906.6837078784,17497.5572126024,14280.9890787133,13203.2730594162,13106.1173646299,12332.5050528702,9751.43821475516,11512.9627308103,10147.5008167579,11595.1117536361,8797.24076646904,5410.64145749218,10365.2240676989,13480.396760442,14940.1175498571,16486.5414066806,19299.6955681757,17694.2508329151,14128.7525272417,15392.1146915956,18392.2868485679,16540.4105953774,17788.585600732,22070.7163247921,26919.5459221014,35490.2613236708,42721.0572296531,45791.7271073529,55566.1341235458,37591.3929026726,38496.615173205,48272.7280149065,51257.3491978736,48401.6097934944,43002.875417751,29113.7055182042,26996.730796531,28897.1865162497
Kyrgyzstan,Gross Domestic Product (GDP),597.396697970462,562.222200338142,491.625584426598,422.700684870381,342.32251759927,326.733533548319,394.588287534899,375.582605348815,342.688879549624,257.059290184995,278.430196330992,307.744537409703,321.738639986439,383.365014775273,439.111329467698,484.741397895792,552.82195342307,732.712087044227,976.752525804124,878.160206187861,884.18735707613,1125.51571135801,1180.73095514093,1290.5140003431,1293.27509100018,1138.57134123131,1143.95562262236,1251.38063772788
Lao People's Democratic Republic,Gross Domestic Product (GDP),44.3964826063101,47.6710413980455,50.0318429682872,55.8190622223623,61.5392458756587,70.3005997718164,75.1845414468901,77.3366811570895,82.7192865066151,86.703802956561,102.358977082056,126.5380688627,140.615748519194,149.122949650058,161.035382885483,169.804472444419,176.608675148125,173.453997144535,170.879923552338,196.930563454778,211.765027512219,244.579179045837,272.921359552828,300.005669994633,339.333198442911,381.788111901273,393.892178048729,359.908295785307,260.017297556056,289.138845156842,338.886183835455,337.48934950624,346.875222670836,391.472037225845,454.901641911233,512.0502179714,616.47571114591,768.096131913991,947.056096833105,984.543442106459,1170.85011938689,1380.23731191804,1588.63314741663,1838.8060199232,2017.58777290674,2159.43372632333,2338.69214730572,2457.37990149978
Latvia,Gross Domestic Product (GDP),3639.37305572627,3388.29939717921,2282.41496600674,2018.24898409179,2106.357686998,2154.14285285136,2406.86994447143,2658.85769860851,2950.9953308351,3126.95596274846,3329.48503210084,3540.04180666846,4092.79733972603,5095.02361491531,6307.35588428205,7514.29078250294,9638.30049870563,14056.3260427391,16388.4942422429,12199.7842574115,11216.0800162668,13604.6133132536,13611.1770422641,14823.1195752745,15542.2222534272,13536.0754809196,14054.8353409727,15624.8505714961
Lebanon,Gross Domestic Product (GDP),865.999607578476,949.913725127525,1153.87917639342,1466.23147755008,1842.70646376718,1690.66799339398,734.438927320124,1370.59894479059,1528.03842273006,1766.27539989252,2090.75617450885,1990.42016009431,1348.9674417257,1419.24793123401,990.916127794212,850.120562006299,1049.03865498186,815.916198369473,1302.91739652183,1065.54180523052,1091.44595972032,1582.4802519038,2032.05391905666,2726.44593326883,3147.79249067948,3793.09692329903,4439.13900291997,5042.60595188461,5430.42311531768,5388.3084646935,5155.07011418228,5079.16254548562,5311.73059700167,5349.66088517424,5473.48102004667,5390.20813403258,5434.25248159717,6086.79540994578,7109.51316284621,8480.9887615655,8858.2839721735,8734.18918518547,8996.56085201107,8882.8039539906,8619.25662152068,8540.38667905943,8530.3615970854,8778.47183166005
