,Country Code,region,Variant,Location,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
130,558,Americas,Low variant,Nicaragua,1.9106,1.6294,1.4305,1.3491,1.2939,1.2558,1.233,1.2246,1.2209,1.2254,1.2309,1.2363,1.2457,1.2537,1.2619,1.2689,1.2759
131,562,Africa,Low variant,Niger,6.9029,6.4251,5.9349,5.52,5.101,4.689,4.2919,3.9181,3.5751,3.2656,2.9855,2.7546,2.544,2.3692,2.2193,2.0888,1.9755
132,566,Africa,Low variant,Nigeria,5.1668,4.679,4.2406,3.9124,3.6018,3.3148,3.0542,2.8235,2.6156,2.4429,2.2963,2.1646,2.0486,1.9468,1.8606,1.7796,1.706
133,807,Europe,Low variant,TFYR Macedonia,1.2957,1.1814,1.112,1.1383,1.1624,1.1827,1.2007,1.2184,1.2322,1.2439,1.2541,1.2636,1.2726,1.2774,1.2853,1.291,1.296
134,578,Europe,Low variant,Norway,1.5775,1.4335,1.3385,1.3429,1.346,1.3492,1.3522,1.3549,1.3567,1.3584,1.3597,1.3607,1.3619,1.3611,1.3627,1.3627,1.3626
135,512,Asia,Low variant,Oman,2.2873,1.8842,1.5894,1.4468,1.3396,1.2709,1.2359,1.2227,1.2253,1.2324,1.24,1.2471,1.2562,1.2645,1.2714,1.2783,1.2858
136,586,Asia,Low variant,Pakistan,3.1267,2.6988,2.3772,2.1945,2.0438,1.9144,1.8047,1.7069,1.6214,1.5477,1.4846,1.4367,1.399,1.3701,1.3458,1.3297,1.3193
137,275,Asia,Low variant,State of Palestine,3.6597,3.2119,2.858,2.6405,2.4586,2.306,2.1731,2.0559,1.9477,1.8531,1.7648,1.6879,1.6192,1.5598,1.5105,1.4658,1.4305
138,591,Americas,Low variant,Panama,2.2188,1.9548,1.7579,1.6701,1.5941,1.5337,1.4812,1.4374,1.4035,1.3799,1.36,1.3468,1.3381,1.3317,1.3275,1.3244,1.3219
139,598,Oceania,Low variant,Papua New Guinea,3.3383,2.9686,2.6772,2.5157,2.3759,2.2539,2.142,2.0458,1.9567,1.8734,1.7984,1.7263,1.6618,1.6028,1.5495,1.505,1.467
140,600,Americas,Low variant,Paraguay,2.1955,1.9213,1.7169,1.6259,1.5519,1.4846,1.4302,1.3862,1.3513,1.3247,1.3056,1.294,1.2867,1.2805,1.2778,1.2782,1.279
141,604,Americas,Low variant,Peru,2.1036,1.8262,1.6155,1.5214,1.4442,1.3842,1.337,1.3026,1.2813,1.2691,1.262,1.2585,1.2587,1.2613,1.2647,1.27,1.2746
