,Country Code,region,Variant,Location,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
153,882,Oceania,High variant,Samoa,4.1529,4.0684,3.9666,3.7886,3.6287,3.4903,3.3646,3.2511,3.1494,3.0502,2.9583,2.8699,2.791,2.7152,2.6479,2.5846,2.5329
154,678,Africa,High variant,Sao Tome and Principe,4.6105,4.4783,4.3236,4.0967,3.8975,3.7223,3.5669,3.4327,3.309,3.2005,3.1034,3.0156,2.9314,2.8567,2.7821,2.7148,2.6519
155,682,Asia,High variant,Saudi Arabia,2.7308,2.6945,2.6429,2.5203,2.4196,2.3399,2.2839,2.2472,2.2254,2.2141,2.212,2.2164,2.2235,2.2312,2.2402,2.2493,2.2565
156,686,Africa,High variant,Senegal,4.8974,4.7316,4.5523,4.3048,4.0864,3.8941,3.7271,3.5764,3.4413,3.3212,3.2123,3.1094,3.0163,2.9311,2.8452,2.7688,2.6957
157,688,Europe,High variant,Serbia,1.87,2.0439,2.1657,2.1838,2.2016,2.2163,2.2303,2.2427,2.2523,2.2624,2.2692,2.2765,2.2837,2.2894,2.2928,2.2971,2.3019
158,690,Africa,High variant,Seychelles,2.5067,2.5522,2.5637,2.4949,2.4428,2.4043,2.3776,2.3583,2.3451,2.3371,2.3329,2.3297,2.3279,2.3283,2.3286,2.33,2.3304
159,694,Africa,High variant,Sierra Leone,4.569,4.2586,3.9701,3.6482,3.3972,3.1949,3.0316,2.8985,2.7798,2.6829,2.5995,2.5307,2.4732,2.4282,2.3936,2.365,2.3442
160,702,Asia,High variant,Singapore,1.5096,1.6834,1.8046,1.8228,1.8398,1.8535,1.8667,1.8797,1.8915,1.9011,1.9103,1.9182,1.928,1.9333,1.9386,1.9442,1.9491
161,703,Europe,High variant,Slovakia,1.7123,1.9212,2.0691,2.1098,2.1425,2.1698,2.1928,2.2118,2.2276,2.2402,2.2512,2.2611,2.2686,2.2769,2.2807,2.2856,2.2899
162,705,Europe,High variant,Slovenia,1.8876,2.0832,2.2201,2.248,2.2698,2.287,2.3013,2.3123,2.3204,2.3281,2.3345,2.3372,2.3414,2.3446,2.3482,2.3509,2.3534
163,90,Oceania,High variant,Solomon Islands,4.0198,3.9184,3.804,3.6194,3.4591,3.3203,3.1914,3.0789,2.9722,2.8782,2.7884,2.7071,2.6338,2.5697,2.5129,2.4694,2.433
164,706,Africa,High variant,Somalia,6.3735,6.0615,5.728,5.326,4.9522,4.619,4.3295,4.0717,3.8497,3.6549,3.4889,3.341,3.2119,3.0967,2.9926,2.8934,2.8064
165,710,Africa,High variant,South Africa,2.6639,2.6958,2.6968,2.6103,2.5369,2.4765,2.4257,2.3874,2.3576,2.3378,2.3237,2.3121,2.3062,2.3017,2.2994,2.2991,2.3003
166,728,Africa,High variant,South Sudan,4.9859,4.7562,4.5107,4.2059,3.941,3.7152,3.5219,3.358,3.2173,3.0952,2.9877,2.8915,2.8038,2.7228,2.6533,2.5901,2.5377
167,724,Europe,High variant,Spain,1.6408,1.8424,1.9842,2.0213,2.054,2.0819,2.1053,2.1265,2.1441,2.1586,2.1718,2.1844,2.1937,2.202,2.209,2.2179,2.2247
168,144,Asia,High variant,Sri Lanka,2.2788,2.3613,2.4056,2.3625,2.3315,2.3091,2.2954,2.288,2.2855,2.2826,2.2859,2.2873,2.2895,2.2915,2.2953,2.2995,2.3034
169,729,Africa,High variant,Sudan,4.6845,4.5457,4.387,4.1535,3.9464,3.767,3.6109,3.471,3.3455,3.2357,3.1342,3.0401,2.9534,2.8751,2.8036,2.7301,2.6668
170,740,Americas,High variant,Suriname,2.5863,2.6247,2.6293,2.5467,2.4764,2.4218,2.3795,2.3505,2.329,2.3148,2.3066,2.2998,2.2983,2.2969,2.2977,2.2986,2.3006
171,752,Europe,High variant,Sweden,2.1594,2.3139,2.418,2.4203,2.4224,2.4241,2.4256,2.4273,2.4293,2.4303,2.4307,2.4307,2.4305,2.43,2.4297,2.4295,2.4299
172,756,Europe,High variant,Switzerland,1.7988,1.969,2.0868,2.1018,2.1163,2.1285,2.1396,2.1487,2.1588,2.1663,2.1741,2.1811,2.1859,2.1907,2.1952,2.1994,2.2028
173,760,Asia,High variant,Syrian Arab Republic,3.0898,3.0275,2.9521,2.8018,2.6727,2.5635,2.4729,2.4011,2.3473,2.3086,2.2829,2.2682,2.2614,2.2574,2.2575,2.2607,2.2662
174,158,Asia,High variant,"China, Taiwan Province of China",1.4677,1.713,1.8938,1.9614,2.0174,2.0645,2.1034,2.1372,2.1638,2.1852,2.2036,2.2197,2.2344,2.2465,2.2559,2.2632,2.2695
175,762,Asia,High variant,Tajikistan,3.5298,3.491,3.4277,3.2853,3.1577,3.0476,2.9453,2.8496,2.7604,2.6826,2.6121,2.5521,2.4968,2.4548,2.42,2.3933,2.3721
176,834,Africa,High variant,United Republic of Tanzania,5.1737,5.0234,4.8432,4.5818,4.3401,4.1281,3.9368,3.7673,3.6187,3.4822,3.3652,3.2571,3.1593,3.07,2.99,2.9131,2.8382
177,764,Asia,High variant,Thailand,1.7078,1.8143,1.9344,1.9738,2.0149,2.0535,2.088,2.12,2.1468,2.1715,2.1924,2.2118,2.2265,2.2406,2.2516,2.2614,2.2693
178,626,Asia,High variant,Timor-Leste,5.587,5.207,4.8329,4.4211,4.0727,3.784,3.543,3.3469,3.1769,3.0385,2.9149,2.8037,2.71,2.6233,2.555,2.4977,2.4516
179,768,Africa,High variant,Togo,4.6015,4.4492,4.285,4.0496,3.8493,3.6775,3.5222,3.3882,3.2607,3.1519,3.0494,2.9539,2.8683,2.7896,2.7101,2.6425,2.5822
180,776,Oceania,High variant,Tonga,3.8263,3.7879,3.7218,3.5737,3.4458,3.3263,3.2191,3.119,3.0299,2.9441,2.8619,2.7855,2.7163,2.6512,2.5933,2.5433,2.5023
